,Tokens
2587,the
2588,correct
2589,result
2590,.
2591,As
2592,an
2593,example
2594,if
2595,you
2596,did
2597,string
2598,count
2599,on
2600,Hello
2601,","
2602,you
2603,will
2604,get
2605,5
2606,(even
2607,if
2608,it
2609,'s
2610,Unicode
2611,).
2612,But
2613,if
2614,you
2615,did
2616,a
2617,string
2618,count
2619,of
2620,a
2621,foreign
2622,word
2623,and
2624,that
2625,string
2626,was
2627,not
2628,a
2629,Unicode
2630,string
2631,than
2632,you
2633,will
2634,have
2635,much
2636,larger
2637,result
2638,.
2639,Pythong
2640,uses
2641,the
2642,information
2643,form
2644,the
2645,Unicode
2646,Character
2647,Database
2648,to
2649,identify
2650,each
2651,character
2652,in
2653,the
2654,Unicode
2655,String
2656,.
2657,Hope
2658,that
2659,helps
2660,.
2661,what
2662,is
2663,a
2664,"""Unicode"
2665,string
2666,""""
2667,in
2668,Python
2669,?
2670,Does
2671,that
2672,mean
2673,UCS
2674,-2?
2675,Unicode
2676,strings
2677,in
2678,Python
2679,are
2680,stored
2681,internally
2682,either
2683,as
2684,UCS
2685,-2
2686,(fixed-length
2687,16
2688,-bit
2689,representation
2690,","
2691,almost
2692,the
2693,same
2694,as
2695,UTF
2696,-16)
2697,or
2698,UCS
2699,-4/UTF-32
2700,(fixed-length
2701,32
2702,-bit
2703,representation
2704,).
2705,It
2706,'s
2707,a
2708,compile
2709,-time
2710,option
2711,;
2712,on
2713,Windows
2714,it
2715,'s
2716,always
2717,UTF
2718,-16
2719,whilst
2720,many
2721,Linux
2722,distributions
2723,set
2724,UTF
2725,-32
2726,(‘wide
2727,mode
2728,’)
2729,for
2730,their
2731,versions
2732,of
2733,Python
2734,.
2735,You
2736,are
2737,generally
2738,not
2739,supposed
2740,to
2741,"care: you will see Unicode code-points as single elements in your strings and you won't know whether they're stored as two or four bytes. If you're in a UTF-16 build and you need to handle characters outside the Basic Multilingual Plane you'll be Doing It Wrong, but that's still very rare, and users who really need the extra characters should be compiling wide builds.
plain wrong, or is it?
Yes, it's quite wrong. To be fair I think that tutorial is rather old; it probably pre-dates wide Unicode strings, if not Unicode 3.1 (the version that introduced characters outside the Basic Multilingual Plane)"
2742,.
2743,There
2744,is
2745,an
2746,additional
2747,source
2748,of
2749,confusion
2750,stemming
2751,from
2752,Windows
2753,'s
2754,habit
2755,of
2756,using
2757,the
2758,term
2759,“Unicode”
2760,to
2761,mean
2762,","
2763,specifically
2764,","
2765,the
2766,UTF
2767,-16LE
2768,encoding
2769,that
2770,NT
2771,uses
2772,internally
2773,.
2774,People
2775,from
2776,Microsoftland
2777,may
2778,often
2779,copy
2780,this
2781,somewhat
2782,misleading
2783,habit
2784,.
2785,Python
2786,stores
2787,Unicode
2788,as
2789,UTF
2790,-16.
2791,str
2792,()
2793,will
2794,return
2795,the
2796,UTF
2797,-8
2798,representation
2799,of
2800,the
2801,UTF
2802,-16
2803,string
2804,.
2805,From
2806,Wikipedia
2807,on
2808,UTF
2809,-8:
2810,UTF
2811,-8
2812,(8-bit
2813,UCS
2814,/Unicode
2815,Transformation
2816,Format
2817,)
2818,is
2819,a
2820,variable
2821,-length
2822,character
2823,encoding
2824,for
2825,Unicode
2826,.
2827,It
2828,is
2829,able
2830,to
2831,represent
2832,any
2833,character
2834,in
2835,the
2836,Unicode
2837,standard
2838,","
2839,yet
2840,the
2841,initial
2842,encoding
2843,of
2844,byte
2845,codes
2846,and
2847,character
2848,assignments
2849,for
2850,UTF
2851,-8
2852,is
2853,backwards
2854,compatible
2855,with
2856,ASCII
2857,.
2858,For
2859,these
2860,reasons
2861,","
2862,it
2863,is
2864,steadily
2865,becoming
2866,the
2867,preferred
2868,encoding
2869,for
2870,e
2871,"-mail,"
2872,web
2873,pages
2874,[1]
2875,","
2876,and
2877,other
2878,places
2879,where
2880,characters
2881,are
2882,stored
2883,or
2884,streamed
2885,.
2886,So
2887,","
2888,it
2889,'s
2890,anywhere
2891,between
2892,one
2893,and
2894,four
2895,bytes
2896,depending
2897,on
2898,which
2899,character
2900,you
2901,wish
2902,to
2903,represent
2904,within
2905,the
2906,realm
2907,of
2908,Unicode
2909,.
2910,From
2911,Wikipedia
2912,on
2913,"Unicode:
In computing, Unicode is an industry standard allowing computers to consistently represent and manipulate text expressed in most of the world's writing systems. 
So it's able to represent most (but not all)"
2914,of
2915,the
2916,world
2917,'s
2918,writing
2919,systems
2920,.
2921,I
2922,hope
2923,this
2924,helps
2925,:)
2926,I
2927,stumbled
2928,over
2929,this
2930,passage
2931,in
2932,the
2933,Django
2934,"tutorial:
Django models have a default str()"
2935,method
2936,that
2937,calls
2938,unicode
2939,()
2940,and
2941,converts
2942,the
2943,result
2944,to
2945,a
2946,UTF
2947,-8
2948,bytestring
2949,.
2950,This
2951,means
2952,that
2953,unicode
2954,(p)
2955,will
2956,return
2957,a
2958,Unicode
2959,string
2960,","
2961,and
2962,str
2963,(p)
2964,will
2965,return
2966,a
2967,normal
2968,string
2969,","
2970,with
2971,characters
2972,encoded
2973,as
2974,UTF
2975,-8.
2976,Now
2977,","
2978,I
2979,'m
2980,confused
2981,because
2982,afaik
2983,Unicode
2984,is
2985,not
2986,any
2987,particular
2988,representation
2989,","
2990,so
2991,what
2992,is
2993,a
2994,"""Unicode"
2995,string
2996,""""
2997,in
2998,Python
2999,?
3000,Does
3001,that
3002,mean
3003,UCS
3004,-2?
3005,Googling
3006,turned
3007,up
3008,this
3009,"""Python"
3010,Unicode
3011,Tutorial
3012,""""
3013,which
3014,boldly
3015,states
3016,Unicode
3017,is
3018,a
3019,two
3020,-byte
3021,encoding
3022,which
3023,covers
3024,all
3025,of
3026,the
3027,world
3028,'s
3029,common
3030,writing
3031,systems
3032,.
3033,which
3034,is
3035,plain
3036,wrong
3037,","
3038,or
3039,is
3040,it
3041,?
3042,I
3043,have
3044,been
3045,confused
3046,many
3047,times
3048,by
3049,character
3050,set
3051,and
3052,encoding
3053,issues
3054,","
3055,but
3056,here
3057,I
3058,'m
3059,quite
3060,sure
3061,that
3062,the
3063,documentation
3064,I
3065,'m
3066,reading
3067,is
3068,confused
3069,.
3070,Does
3071,anybody
3072,know
3073,what
3074,'s
3075,going
3076,on
3077,in
3078,Python
3079,when
3080,it
3081,gives
3082,me
3083,a
3084,"""Unicode"
3085,string
3086,"""?"
3087,In
3088,Python
3089,2
3090,".6+,"
3091,it
3092,is
3093,possible
3094,to
3095,use
3096,the
3097,format
3098,()
3099,function
3100,","
3101,so
3102,in
3103,your
3104,case
3105,you
3106,can
3107,use
3108,:
3109,There
3110,are
3111,multiple
3112,ways
3113,of
3114,using
3115,this
3116,function
3117,","
3118,so
3119,for
3120,further
3121,information
3122,you
3123,can
3124,check
3125,the
3126,documentation
3127,.
3128,You
3129,can
3130,use
3131,C
3132,style
3133,string
3134,formatting
3135,:
3136,See
3137,here
3138,","
3139,especially
3140,:
3141,https
3142,://web.archive.org/web/20120415173443/http://diveintopython3.ep.io/strings.html
3143,Formatting
3144,in
3145,Python
3146,is
3147,done
3148,via
3149,the
3150,string
3151,formatting
3152,(%)
3153,operator
3154,:
3155,/Edit:
3156,There
3157,'s
3158,also
3159,strftime
3160,.
3161,str
3162,()
3163,in
3164,python
3165,on
3166,an
3167,integer
3168,will
3169,not
3170,print
3171,any
3172,decimal
3173,places
3174,.
3175,If
3176,you
3177,have
3178,a
3179,float
3180,that
3181,you
3182,want
3183,to
3184,ignore
3185,the
3186,decimal
3187,part
3188,","
3189,then
3190,you
3191,can
3192,use
3193,str
3194,(int(floatValue)).
3195,Perhaps
3196,the
3197,following
3198,code
3199,will
3200,demonstrate
3201,:
3202,I
3203,need
3204,to
3205,find
3206,out
3207,how
3208,to
3209,format
3210,numbers
3211,as
3212,strings
3213,.
3214,My
3215,code
3216,is
3217,"here:
Hours and minutes are integers, and seconds is a float.  the str()"
3218,function
3219,will
3220,convert
3221,all
3222,of
3223,these
3224,numbers
3225,to
3226,the
3227,tenths
3228,(0.1)
3229,place
3230,.
3231,So
3232,instead
3233,of
3234,my
3235,string
3236,outputting
3237,"""5:30:59.07"
3238,pm
3239,""","
3240,it
3241,would
3242,display
3243,something
3244,like
3245,"""5.0:30.0:59.1"
3246,pm
3247,"""."
3248,Bottom
3249,line
3250,","
3251,what
3252,library
3253,/
3254,function
3255,do
3256,I
3257,need
3258,to
3259,do
3260,this
3261,for
3262,me
3263,?
3264,If
3265,you
3266,have
3267,a
3268,value
3269,that
3270,includes
3271,a
3272,decimal
3273,","
3274,but
3275,the
3276,decimal
3277,value
3278,is
3279,negligible
3280,(ie:
3281,100
3282,.0)
3283,and
3284,try
3285,to
3286,int
3287,that
3288,","
3289,you
3290,will
3291,get
3292,an
3293,error
3294,.
3295,It
3296,seems
3297,silly
3298,","
3299,but
3300,calling
3301,float
3302,first
3303,fixes
3304,this
3305,.
3306,str
3307,(int(float([variable])))
3308,You
3309,can
3310,use
3311,following
3312,to
3313,achieve
3314,desired
3315,functionality
3316,Starting
3317,in
3318,Python
3319,2
3320,".6,"
3321,there
3322,is
3323,an
3324,alternative: the str.format()
3325,method
3326,.
3327,Here
3328,are
3329,some
3330,examples
3331,using
3332,the
3333,existing
3334,string
3335,format
3336,operator
3337,(%):
3338,Here
3339,are
3340,the
3341,equivalent
3342,snippets
3343,but
3344,using
3345,str
3346,.format():
3347,Like
3348,Python
3349,2
3350,".6+,"
3351,all
3352,Python
3353,3
3354,releases
3355,(so
3356,far
3357,)
3358,understand
3359,how
3360,to
3361,do
3362,both
3363,.
3364,I
3365,shamelessly
3366,ripped
3367,this
3368,stuff
3369,straight
3370,out
3371,of
3372,my
3373,hardcore
3374,Python
3375,intro
3376,book
3377,and
3378,the
3379,slides
3380,for
3381,the
3382,Intro
3383,+Intermediate
3384,Python
3385,courses
3386,I
3387,offer
3388,from
3389,time
3390,-to-time.
3391,:-)
3392,You
3393,can
3394,get
3395,the
3396,progress
3397,feedback
3398,with
3399,urlretrieve
3400,as
3401,well
3402,:
3403,Source
3404,code
3405,can
3406,be
3407,:
3408,This
3409,may
3410,be
3411,a
3412,little
3413,late
3414,","
3415,But
3416,I
3417,saw
3418,pabloG
3419,'s
3420,code
3421,and
3422,couldn
3423,'t
3424,help
3425,adding
3426,a
3427,os
3428,.system('cls')
3429,to
3430,make
3431,it
3432,look
3433,AWESOME
3434,!
3435,Check
3436,it
3437,out
3438,:
3439,If
3440,running
3441,in
3442,an
3443,environment
3444,other
3445,than
3446,Windows
3447,","
3448,you
3449,will
3450,have
3451,to
3452,use
3453,something
3454,other
3455,then
3456,'cls'.
3457,In
3458,MAC
3459,OS
3460,X
3461,and
3462,Linux
3463,it
3464,should
3465,be
3466,'clear'.
3467,use
3468,wget
3469,module
3470,:
3471,Wrote
3472,wget
3473,library
3474,in
3475,pure
3476,Python
3477,just
3478,for
3479,this
3480,purpose
3481,.
3482,It
3483,is
3484,pumped
3485,up
3486,urlretrieve
3487,with
3488,these
3489,features
3490,as
3491,of
3492,version
3493,2
3494,.0.
3495,Following
3496,are
3497,the
3498,most
3499,commonly
3500,used
3501,calls
3502,for
3503,downloading
3504,files
3505,in
3506,"python:
urllib.urlretrieve ('url_to_file', file_name)"
3507,urllib2
3508,.urlopen('url_to_file')
3509,requests
3510,.get(url)
3511,wget
3512,".download('url',"
3513,file_name
3514,)
3515,Note: urlopen and urlretrieve are found to perform relatively bad with downloading large files (size > 500 MB)
3516,.
3517,requests
3518,.get
3519,stores
3520,the
3521,file
3522,in
3523,-memory
3524,until
3525,download
3526,is
3527,complete
3528,.
3529,Here
3530,'s
3531,how
3532,to
3533,do
3534,it
3535,in
3536,Python
3537,3
3538,using
3539,the
3540,standard
3541,library
3542,:
3543,urllib
3544,.request.urlopen
3545,urllib
3546,.request.urlretrieve
3547,If
3548,you
3549,have
3550,wget
3551,installed
3552,","
3553,you
3554,can
3555,use
3556,parallel_sync
3557,.
3558,pip
3559,install
3560,parallel_sync
3561,Doc
3562,:
3563,https
3564,://pythonhosted.org/parallel_sync/pages/examples.html
3565,This
3566,is
3567,pretty
3568,powerful
3569,.
3570,It
3571,can
3572,download
3573,files
3574,in
3575,parallel
3576,","
3577,retry
3578,upon
3579,failure
3580,","
3581,and
3582,it
3583,can
3584,even
3585,download
3586,files
3587,on
3588,a
3589,remote
3590,machine
3591,.
3592,In
3593,2012
3594,","
3595,use
3596,the
3597,python
3598,requests
3599,library
3600,You
3601,can
3602,run
3603,pip
3604,install
3605,requests
3606,to
3607,get
3608,it
3609,.
3610,Requests
3611,has
3612,many
3613,advantages
3614,over
3615,the
3616,alternatives
3617,because
3618,the
3619,API
3620,is
3621,much
3622,simpler
3623,.
3624,This
3625,is
3626,especially
3627,true
3628,if
3629,you
3630,have
3631,to
3632,do
3633,authentication
3634,.
3635,urllib
3636,and
3637,urllib2
3638,are
3639,pretty
3640,unintuitive
3641,and
3642,painful
3643,in
3644,this
3645,case
3646,.
3647,2015
3648,-12-30
3649,People
3650,have
3651,expressed
3652,admiration
3653,for
3654,the
3655,progress
3656,bar
3657,.
3658,It
3659,'s
3660,cool
3661,","
3662,sure
3663,.
3664,There
3665,are
3666,several
3667,off
3668,-the-shelf
3669,solutions
3670,now
3671,","
3672,including
3673,tqdm
3674,:
3675,This
3676,is
3677,essentially
3678,the
3679,implementation
3680,@kvance
3681,described
3682,30
3683,months
3684,ago
3685,.
3686,I
3687,have
3688,a
3689,small
3690,utility
3691,that
3692,I
3693,use
3694,to
3695,download
3696,a
3697,MP3
3698,from
3699,a
3700,website
3701,on
3702,a
3703,schedule
3704,and
3705,then
3706,builds
3707,/updates
3708,a
3709,podcast
3710,XML
3711,file
3712,which
3713,I
3714,'ve
3715,obviously
3716,added
3717,to
3718,iTunes
3719,.
3720,The
3721,text
3722,processing
3723,that
3724,creates
3725,/updates
3726,the
3727,XML
3728,file
3729,is
3730,written
3731,in
3732,Python
3733,.
3734,I
3735,use
3736,wget
3737,inside
3738,a
3739,Windows
3740,.bat
3741,file
3742,to
3743,download
3744,the
3745,actual
3746,MP3
3747,however
3748,.
3749,I
3750,would
3751,prefer
3752,to
3753,have
3754,the
3755,entire
3756,utility
3757,written
3758,in
3759,Python
3760,though
3761,.
3762,I
3763,struggled
3764,though
3765,to
3766,find
3767,a
3768,way
3769,to
3770,actually
3771,down
3772,load
3773,the
3774,file
3775,in
3776,Python
3777,","
3778,thus
3779,why
3780,I
3781,resorted
3782,to
3783,wget
3784,.
3785,So
3786,","
3787,how
3788,do
3789,I
3790,download
